,name,price,description,size,abv,list_of_flavors,style_list,avg_rating,num_rating,subtitle,current_date,product_link
735,Mars Kasei Blended Whisky,£42.95,"Mars Kasei blended whisky is a soft, rounded whisky from Shinshu distillery in Japan. The nose is full of gentle white flower aromas and notes of sweet, ripe fruits, while the palate offers notes of warm spices, green apples, white grapes and honey.",70cl,40%,"['Vanilla ', 'Cinnamon', 'Apple', 'Honey ', 'Honeysuckle', 'Grape']","['Body', 'Richness', 'Smoke', 'Sweetness']",4,3,"World Blended Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/48272/mars-kasei-blended-whisky
736,Mars Maltage Cosmo,£55.95,"Cosmo from Mars Maltage is a blended malt that includes whisky from Shinshu in Japan. A big hit when released at the 2015 Tokyo International Bar Show, this is a permanent addition to the fledgling distillery's range.

Tasting Notes (1)",70cl,43%,"['Vanilla ', 'Orange ', 'Cherry', 'Dark Chocolate', 'Malt', 'Oak']","['Body', 'Richness', 'Smoke', 'Sweetness']",4,9,World Blended Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/29679/mars-maltage-cosmo
737,Masthouse Grain Whisky,£35.95,"An English single grain whisky from Copper Rivet Distillery, distilled in a combination of pot and column stills and matured in a small parcel of barrels.",50cl,42%,None,None,None,None,English Single Grain Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/64698/masthouse-grain-whisky
738,"Masthouse Single Malt Whisky 2017
Pot Distilled",£39.95,"The 2017 vintage of Masthouse English whisky from Kent's Copper Rivet Distillery, matured in a combination of casks. The palate offers notes of green apples, ginger biscuits, tropical fruits, toasted oak, chocolate orange and white pepper on the palate.


Please note


We cannot guarantee the specific barrel numbers or date of release of these bottles.",50cl,45%,None,None,None,None,English Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/58954/masthouse-single-malt-whisky-2017-pot-distilled
739,"Masthouse Single Malt Whisky
Pot Distilled",£38.95,"An English whisky from Copper Rivet Distillery, Masthouse single malt is made exclusively with Kentish barley and is matured in a combination of first-fill American oak bourbon barrels and virgin oak casks. The palate offers notes of green apple, ginger biscuits, tropical fruit, chocolate orange, sweet malt, toasted oak and white pepper that linger in the finish.",50cl,45%,"['White Pepper', 'Ginger', 'Orange ', 'Apple', 'Milk Chocolate', 'Malt']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,English Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/64699/masthouse-single-malt-whisky-pot-distilled
740,"Masthouse Single Malt Whisky
Pot & Column Distilled",£37.25,"An English whisky from Copper Rivet Distillery that inspired by American and Japanese distilling. Made with Kentish malted barley that is initially pot distilled before being distilled in a column still and matured in first-fill ex-bourbon barrels. Aromas of vanilla mousse, toffee apples, candied zest and toasted oak fill the nose, complemented by notes of vanilla cream, dried plantain, ripe pears, hazelnuts and black pepper throughout the palate.",50cl,45%,"['Vanilla ', 'Black Pepper', 'Pear ', 'Banana', 'Hazelnut', 'Cream']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,English Single Grain Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/64697/masthouse-single-malt-whisky-pot-column-distilled
741,Michel Couvreur Special Vatting Peaty Malt,£142,"A French blended malt from Michel Couvreur, matured in Burgundy in ex-sherry casks. This Special Vatting is a heavily peated blend with bold sherry flavours.",70cl,45%,None,None,None,None,"French Blended Malt
Michel Couvreur",08/09/2022,https://www.thewhiskyexchange.com/p/50043/michel-couvreur-special-vatting-peaty-malt
742,Michel Couvreur Candid Malt,£105,"A French blended malt from Michel Couvreur, matured in Burgundy using sherry-seasoned oak. Candid is a buttery, rich blend, with notes of creamy apple crumble, raisins, earthy peat and freshly-baked bread.",70cl,49%,None,None,None,None,"French Blended Malt
Michel Couvreur",08/09/2022,https://www.thewhiskyexchange.com/p/50042/michel-couvreur-candid-malt
743,"Milk & Honey Apex
Dead Sea Aged",£105,"An Israeli single malt from Milk & Honey distillery, distilled in Tel Aviv and matured at the lowest place on earth, the Dead Sea – 423 meters below sea level. With temperatures reaching as much as 50°C, this whisky has matured at an accelerated rate, creating aromas of French vanilla, mocha, cigar box, spearmint and oak that fill the nose. The palate offers notes of black tea leaves, warm spices, cinnamon, coriander seeds, dark cocoa and white pepper throughout the palate, with hints of garden herbs and sea salt lingering in the finish.",70cl,56.2%,"['White Pepper', 'Salt (powder)', 'Dark Chocolate', 'Tobacco', 'Dried tea', 'Mixed Herb']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,1,"Israeli Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/61875/milk-honey-apex-dead-sea-aged
744,"Milk & Honey Sherry Cask
Elements Series",£51.95,"The world's first whisky to be matured in Kosher sherry casks from Jerez, Spain. Robust aromas of red fruits, sweet malt, marshmallows and hints of tobacco fill the nose. The palate offers notes of dark chocolate, dried fruits, tobacco and gentle oak spice that linger in the finish.",70cl,46%,"['Dark Chocolate', 'Malt', 'Tobacco', 'Oak', 'Dried tea', 'Plums']","['Body', 'Richness', 'Smoke', 'Sweetness']",3,5,"Single Malt Israeli Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/56566/milk-honey-sherry-cask-elements-series
745,Milk & Honey Rum Cask,£92.75,"An Israeli single malt from Tel Aviv's Milk & Honey distillery, bottled in January 2021 as part of its Apex collection. Matured in ex-rum casks from Jamaica and Cuba, it offers aromas of banana, pineapple, melon and spices that fill the nose. The palate has notes of dried fruit, tropical pineapple, mango, earthy leather, orange zest, ginger, white pepper and banana fritters that linger in the finish.",70cl,57.3%,"['Ginger', 'Orange ', 'Pineapple', 'Mango', 'Leather', 'Dried Fruit']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"Israeli Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/62862/milk-honey-rum-cask
746,"Milk & Honey 2017 Ex-Islay Cask
3 Year Old TWE Exclusive",£94.95,"A 2017 Milk & Honey single malt, matured in a refill American oak ex-bourbon cask that was previously filled with Scotch whisky from the south coast of Islay, before being bottled in May 2021 exclusively for The Whisky Exchange.

Tasting Notes (1)",70cl,66.1%,"['Leaves', 'Grass', 'Orange ', 'Apple', 'Smoke', 'Sultana']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"Israeli Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/61989/milk-honey-2017-ex-islay-cask-3-year-old-twe-exclusive
747,Milk & Honey No.1 Dad Edition,£76.95,"A limited-edition single malt from Tel Aviv distiller Milk & Honey, matured in a single Portuguese Cabernet Sauvignon wine cask, creating a fruity, spicy character. Aromas of red apples, apricot jam, white pepper, star anise and sea salt fill the nose, complemented by notes of vanilla custard, cloves, dried fruit, thyme, caramel and dark chocolate throughout the palate, with an undercurrent of toasted oak and sea salt. Created especially for Father's Day, this limited-edition single malt has space on the label to leave a message for Dad.",70cl,55%,"['Vanilla ', 'Anise (star)', 'Apricot', 'Dark Chocolate', 'Custard', 'Dried Fruit']",None,None,None,"Single Malt Israeli Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/60374/milk-honey-no1-dad-edition
748,"Milk & Honey Peated Cask
Elements Series",£51.95,"An Israeli whisky from Milk & Honey Distillery's Elements series that has been matured in ex-peated whisky casks from Islay, as well as ex-bourbon casks. Fresh aromas of lemon, vanilla, oak and smoke fill the nose, the palate offers notes of ginger, lemon, vanilla and savoury peat that linger in the finish.",70cl,46%,"['Vanilla ', 'Ginger', 'Lemon', 'Smoke', 'Oak']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"Single Malt Israeli Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/56568/milk-honey-peated-cask-elements-series
749,"Milk & Honey Red Wine Cask
Elements Series",£51.95,"Red wine casks from Israel's finest wineries were used to mature this fruity, floral Israeli single malt from Milk & Honey's Elements series. Aromas of dried fruits, ginger, oak and floral coconut fill the nose, complemented by notes of redcurrants, plums, vanilla, oak and soft summer blossoms throughout the palate.",70cl,46%,"['Vanilla ', 'Ginger', 'Coconut', 'Oak', 'Plums', 'Cranberry']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"Single Malt Israeli Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/56567/milk-honey-red-wine-cask-elements-series
750,Milk & Honey Classic Single Malt,£44.95,"A robust, spicy single malt from Israeli distillery Milk & Honey, matured in a combination of bourbon, virgin oak and shaved, toasted and recharred casks. Aromas of red apples, peach and nectarine are joined by oak spice, beeswax and honey on the nose. The palate offers notes of nutmeg, oak, cloves, honeyed orange peel and apple that linger on the finish.

Tasting Notes (1)",70cl,46%,"['Nutmeg', 'Clove', 'Orange ', 'Apple', 'Honey ', 'Oak']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,4,"Israeli Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/53812/milk-honey-classic-single-malt
751,"Zuidam Millstone 12 Year Old
Sherry Cask",£105,"A 12 year old whiskey from Zuidam, bottled under the Millstone label, the name for their Dutch single malt whisky. Matured for 12 years in sherry casks, this is one of Zuidam's first whiskies that takes on the Scots on their home turf.",70cl,46%,None,None,5,3,"Dutch Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/20489/zuidam-millstone-12-year-old-sherry-cask
752,"Millstone 3 Year Old
Boutique-y Rye",£46.95,"This whisky comes from the Zuidam distillery who very much take a farm to glass approach to their production. All the rye coming out of here are really to class. This three-year-old has a gentle spice with notes of candied orange, black pepper, cinnamon and plenty of orchard fruits.",50cl,55%,"['Black Pepper', 'Cinnamon', 'Orange ', 'Pear ', 'Apple']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,None,08/09/2022,https://www.thewhiskyexchange.com/p/57425/millstone-3-year-old-boutique-y-rye
753,"Zuidam Millstone 2008
10 Year Old French Oak",£85.25,"A 10-year-old Dutch single malt from Millstone, made by Zuidam Distillers, that has been matured in French oak casks.",70cl,40%,None,None,4,1,Zuidam Distillers,08/09/2022,https://www.thewhiskyexchange.com/p/53544/zuidam-millstone-2008-10-year-old-french-oak
754,Millstone Oloroso Sherry Cask,£53.75,"This Dutch single malt from Zuidam distillery has been matured exclusively in oloroso sherry casks, creating a nutty, fruity character. With notes of rich toffee, cereal sweetness and dried fruit throughout the palate.",70cl,46%,None,None,None,None,"Dutch Single Rye Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/49469/millstone-oloroso-sherry-cask
755,"Zuidam Millstone 2007
10 Year Old American Oak",£80.75,"Another fine example of single malt from Zuidam in the Netherlands. Fruity, buttery and distinctly moreish, this was distilled in 2007 and bottled in February 2018.",70cl,43%,None,None,None,None,"Dutch Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/45189/zuidam-millstone-2007-10-year-old-american-oak
756,"Zuidam Millstone 2006
10 Year Old American Oak",£81.95,"A 2006 vintage from the Netherland's Zuidam distillery under the Millstone brand. Distilled in May, it was aged in American oak for 11 years (despite being labelled as a 10 year old) before being bottled on 6 May 2017.",70cl,43%,None,None,None,None,"Dutch Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/42881/zuidam-millstone-2006-10-year-old-american-oak
757,Zuidam Millstone 5 Year Old Lightly Peated,£62.95,A young and interesting whisky from Dutch distiller Millstone - it's got medicinal peat but also a lot of the fruit that they've worked to get into their other whiskies.,70cl,40%,None,None,None,None,Distillery Bottling,08/09/2022,https://www.thewhiskyexchange.com/p/28731/zuidam-millstone-5-year-old-lightly-peated
758,Zuidam Millstone 5 Year Old,£55.95,The regular 5 year old release of single malt whisky from Zuidam. A small batch whisky distilled in their copper pot stills and matured in American oak casks.,70cl,40%,None,None,None,None,"Dutch Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/20742/zuidam-millstone-5-year-old
759,Zuidam Millstone 100 Rye,£89.95,"A rye whisky from Dutch producer Zuidam, obsessed with the number 100. It's 100% rye, 100 months old and is bottled at 100 Proof US (50% ABV). A great example of how it's not only the USA who can do good whiskey.",70cl,50%,None,None,5,2,Distillery Bottling,08/09/2022,https://www.thewhiskyexchange.com/p/20397/zuidam-millstone-100-rye
760,Morris Muscat Barrel Australian Single Malt,£74.75,"A creamy, malty Australian single malt from Morris Distillery that has been matured in a combination of French and American oak ex-wine barrels and finished in Morris Muscat barrels. Aromas of rich dates, figs, sweet malt and dark molasses fill the nose, complemented by notes of vanilla, baking spices, dried figs and oak spice throughout the palate.",70cl,46%,"['Vanilla ', 'Cinnamon', 'Figs', 'Dates', 'Malt', 'Oak']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,Australian Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/62760/morris-muscat-barrel-australian-single-malt
761,Morris Signature Australian Single Malt,£51.95,"A fruity, sweet Australian single malt from Morris Distillery in Rutherglen, Victoria, that has spent time in fortified wine barrels, creating aromas of orchard fruits, black cherries and shortbread biscuits that fill the nose. The palate offers notes of zesty marmalade, cocoa and blackberries that linger in the finish.",70cl,40%,"['Marmalade', 'Apple', 'Blackberry', 'Cherry', 'Dark Chocolate', 'Biscuits']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,Australian Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/62759/morris-signature-australian-single-malt
762,Moutard Vieillissement fut Ratafia de Bourgogne,£66.95,"An organic French single malt that was made in a collaboration between Maddam brewery in Chablis and Distillerie Moutard, made with blonde barley malt from the Souffet Maltings in Pithiviers and matured in a Ratafia de Bourgogne cask from Famille Moutard.",50cl,45%,None,None,None,None,French Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/65446/moutard-vieillissement-fut-ratafia-de-bourgogne
763,Muteman Rye Whiskey,£44.75,"A Finnish rye whisky from Muteman, made with a combination of malted rye and malted barley and matured in hand-selected casks, it has been finished in ex-sherry casks before being bottled.",50cl,40%,None,"['Body', 'Richness', 'Smoke', 'Sweetness']",4,1,Finnish Rye Whiskey,08/09/2022,https://www.thewhiskyexchange.com/p/56187/muteman-rye-whiskey
764,"New Zealand 18 Year Old Double Wood
Wine Cask",£99.95,"An 18-year-old small-batch blended whisky distilled at the now-closed Willowbank Distillery, from the New Zealand Whisky Collection. Matured in a combination of ex-bourbon and French-oak New Zealand wine casks, this is a richly fruity and full-bodied whisky with notes of raisin, pineapple, soft caramel and lashings of spice.",50cl,57.2%,"['Raisins ', 'Pineapple', 'Strawberry', 'Butter', 'Caramel']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"New Zealand Blended Whisky
The New Zealand Malt Whisky Company",08/09/2022,https://www.thewhiskyexchange.com/p/53974/new-zealand-18-year-old-double-wood-wine-cask
765,New Zealand High Wheeler 21 Year Old,£64.95,"A 21-year-old blended New Zealand whisky that is made with a blend of 70% single malt and 30% grain whisky, made with un-malted barley, from Dunedin Distillery and matured in ex-bourbon casks. Aromas of baked pears, vanilla and summer flowers fill the nose, complemented by notes of caramelised pears, chilli pepper, salted caramel and toasted oak throughout the palate.",35cl,43%,"['Vanilla ', 'Pear ', 'Salt (powder)', 'Oak', 'Caramel']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"Blended New Zealand Whisky
New Zealand Whisky Company",08/09/2022,https://www.thewhiskyexchange.com/p/65432/new-zealand-high-wheeler-21-year-old
766,"New Zealand 1988 Single Cask
29 Year Old TWE Exclusive",£450,"A rare single-cask release from closed New Zealand distillery Willowbank – the world’s southernmost distillery until its destruction in the late 1990s. Distilled in 1988 and bottled in 2017 exclusively for The Whisky Exchange, this is a rich, well-aged dram with all the fruity intricacy and deep-rooted wood influence one might expect from a whisky on the brink of its third decade. A fine, one-off bottling that won’t be around for long.

Tasting Notes (1)",50cl,55.3%,"['Pear ', 'Peach', 'Pineapple', 'Oak', 'Wax']","['Body', 'Richness', 'Smoke', 'Sweetness']",4,4,"New Zealand Single Malt Whisky
The New Zealand Malt Whisky Company",08/09/2022,https://www.thewhiskyexchange.com/p/39305/new-zealand-1988-single-cask-29-year-old-twe-exclusive
767,Nikka From the Barrel,£41.95,"Nikka from the Barrel is big-boned and bursting with character. Not averse to a drop of water, either. A real star, winning top prize in its category at the World Whisky Awards in 2007 and 2010.


Japanese whisky producer Nikka was founded in 1934 and has become Japan's second largest distiller, producing a large range of single malts and blended whiskies between its two distilleries - Yoichi and Miyagikyo.

Tasting Notes (2)",50cl,51.4%,"['Clove', 'Cinnamon', 'Orange ', 'Raspberry', 'Walnut']","['Body', 'Richness', 'Smoke', 'Sweetness']",4.5,108,World Blended Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/2928/nikka-from-the-barrel
768,Nikka Tailored,£113,"Introduced to replace the beloved Nikka 12 Year Old, Tailored is a blend including malt whisky from Nikka's Yoichi and Miyagikyo distilleries and its Coffey Still grain. The whisky balances soft fruity notes with bitter notes of dark chocolate and citrus zest.

Tasting Notes (1)",70cl,43%,"['Vanilla ', 'Orange ', 'Pear ', 'Apple', 'Apricot', 'Dark Chocolate']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,World Blended Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/56182/nikka-tailored
769,Nikka Days,£40.95,"A vibrant addition to the Nikka range, Nikka Days is a bright and vivacious blend of malt and grain whiskies from distilleries including both Yoichi and Miyagikyo. Its medium body hosts an array of floral and zesty flavours which mingle effortlessly with an underlying vanilla-toffee depth and a light, distant touch of breezy peat smoke. A fresh and delicate whisky, Days makes a delicious sipping dram or sits beautifully in a refreshing highball.

Tasting Notes (1)",70cl,40%,"['Lemon', 'Pear ', 'Apple', 'Melon', 'Strawberry', 'Toffee']",None,5,2,World Blended Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/45577/nikka-days
770,Nikka Coffey Malt Whisky,£62.45,"Previously only released as part of single casks, Nikka decided to add their Coffey Malt to their core range in 2014. Distilled in a Coffey still normally used for grain whisky production, the malt is delightfully fruity and spicy.

Tasting Notes (1)",70cl,45%,"['Clove', 'Cinnamon', 'Lemon', 'Oak', 'Dried Fruit']","['Body', 'Richness', 'Smoke', 'Sweetness']",4.5,42,"World Blended Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/24156/nikka-coffey-malt-whisky
771,Nikka Pure Malt Red,£47.45,"Blended with Japanese malt from Nikka's Yoichi and Miyagikyo distilleries, this is clean, fruity and very easy to drink.

Tasting Notes (2)",50cl,43%,"['Vanilla ', 'Raisins ', 'Apricot', 'Butter', 'Mixed Herb', 'Stewed Fruit']","['Body', 'Richness', 'Smoke', 'Sweetness']",4.5,3,World Blended Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/2935/nikka-pure-malt-red
772,The Nikka 12 Year Old,£175,"A blend including whisky from Nikka's two distilleries, Yoichi and Miyagikyo, The Nikka 12 is a well-balanced blend. There's green-apple freshness, rich fruitcake spiciness, butterscotch and some green-peppercorn punch. Another winner from Nikka.

Tasting Notes (2)",70cl,43%,"['Nutmeg', 'Apple', 'Fruit Cake', 'Toffee', 'Butterscotch']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,17,World Blended Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/28580/the-nikka-12-year-old
773,"Nikka Days
Glass Set",£49.95,"A vibrant gift set that includes a bottle of Nikka Days and a pair of stylish glasses to enjoy it in. Nikka Days is a bright and vivacious blend of malt and grain whiskies from distilleries including both Yoichi and Miyagikyo. Its medium body hosts an array of floral and zesty flavours which mingle effortlessly with an underlying vanilla-toffee depth and a light, distant touch of breezy peat smoke. A fresh and delicate whisky, Days makes a delicious sipping dram or sits beautifully in a refreshing highball.",70cl,40%,"['Lemon', 'Pear ', 'Apple', 'Melon', 'Strawberry', 'Toffee']",None,None,None,World Blended Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/59792/nikka-days-glass-set
774,"Super Nikka
Rare Old",£52.75,Super Rare Old is a famous Japanese blend from the Nikka company. This contains a high proportion of malt from the Yoichi and Miyagikyo distilleries.,70cl,43%,"['Orange ', 'Banana', 'Blackberry', 'Honey ', 'Tobacco', 'Honeysuckle']","['Body', 'Richness', 'Smoke', 'Sweetness']",4.5,10,Japanese Blended Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/30377/super-nikka-rare-old
775,"Nikka Taketsuru Pure Malt
2020 Release",£63.45,"The 2020 release of Nikka Taketsuru blended malt whisky is a smoky, full-bodied whisky with notes of rich oak spice, aromatic peat and sweet flowers throughout the palate.",70cl,43%,"['Smoke', 'Oak']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,1,World Blended Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/56192/nikka-taketsuru-pure-malt-2020-release
776,Nikka Taketsuru 21 Year Old,"£1,000","February 2010 marked an extraordinary achievement for Nikka, as their Taketsuru 21yo scooped the title of 'World's Best Blended Malt Whisky' at the World Whiskies Awards for the third time in four years. Bravo, Nikka!.",70cl,43%,None,None,None,None,World Blended Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/42840/nikka-taketsuru-21-year-old
777,Nikka Taketsuru 17 Year Old,£450,"Another winner from Nikka's Taketsuru range. This was named for the founder of the company, Masataka Taketsuru and is a big, bold full-bodied vatted whisky of truly exceptional depth, grace and balance.",70cl,43%,None,None,5,1,World Blended Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/42682/nikka-taketsuru-17-year-old
778,"Orbital 8 Year Old
World Blend Sherry Cask Whisky Magazine",£39.95,"Orbital is an eight-year-old blended whisky from Whisky Magazine. The samples the publication receives have been blended with an aged grain whisky and married in a Pedro-Ximenez-sherry cask. All profits from the production are being donated to the Walking With the Wounded charity. This has notes of butterscotch, manuka honey, toffee apple, biscuits and subtle warming spices.",70cl,46%,"['Cinnamon', 'Apple', 'Honey ', 'Biscuits', 'Toffee', 'Butterscotch']",None,5,1,"World Blended Whisky
Whisky Magazine",08/09/2022,https://www.thewhiskyexchange.com/p/32646/orbital-8-year-old-world-blend-sherry-cask-whisky-magazine
779,"Overeem Port Cask Single Malt Whisky
Cask #127",£190,"Cask 127 of Old Hobart's flagship whisky, aged in 100-litre French oak, ex-port quarter casks. The small casks help the spirit develop more intense flavours, showing off the quality of both the new make and the French oak.",70cl,43%,None,None,5,1,"Australian Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/43656/overeem-port-cask-single-malt-whisky-cask-127
780,Oxford Heritage Corn Whisky,£89.95,"Grain Stories Heritage corn whisky from Oxford Artisan Distillery is made with a diverse range of heritage grains harvested in 2017. Aromas of honey, bitter wormwood, buttery biscuit dough, almonds, banana, vanilla, allspice and cinnamon will the nose, complemented by notes of ginger cake, banana, hazelnuts, almonds, liquorice root, shortbread and garden herbs throughout the palate.",50cl,50.44%,"['Ginger', 'Banana', 'Almond', 'Honey ', 'Biscuits', 'Mixed Herb']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"English Corn Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/62765/oxford-heritage-corn-whisky
781,"Oxford Rye Whisky 2017
The Graduate Heritage Grains Batch 4",£89.95,"A limited-edition rye whisky from The Oxford Artisan Distillery, The Graduate is a bold, aromatic whisky that has been matured in American oak casks from multiple cooperages. The result is aromas of aniseed, black pepper, mint, flowers, overripe banana, Bramley apple, ginger cake and almonds that fill the nose, complemented by notes of blackcurrants, salt, banana, custard, dark chocolate, liquorice, black pepper and mint throughout the palate.",70cl,51.3%,"['Black Pepper', 'Liquorice root', 'Banana', 'Salt (powder)', 'Dark Chocolate', 'Blackcurrant']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"English Single Rye Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/62764/oxford-rye-whisky-2017-the-graduate-heritage-grains-batch-4
782,"Oxford Rye Whisky 2017
Moscatel De Setubal Casks Heritage Grains Batch 3",£89.95,"Oxford Rye Whisky 003 from Oxford Artisan Distillery is a spicy, bready rye whisky that has been rested in American oak casks and matured in Moscatel de Setubal wine casks. Aromas of banana smoothie, marzipan, apple, pear, liquorice and hints of smoke fill the nose. The palate offers notes of gummy bears, green bananas, honey, apricot, white chocolate, nutmeg and tea tree, with hints of butterscotch lingering in the finish.",70cl,51.2%,"['Liquorice root', 'Nutmeg', 'Banana', 'Smoke', 'Butterscotch', 'Mixed Herb']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"English Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/62763/oxford-rye-whisky-2017-moscatel-de-setubal-casks-heritage-grains-batch-3
783,"Oxford Artisan Whisky 3 Year Old
Batch 1 That Boutique-y Whisky Company",£123,"The first batch of Oxford Artisan single grain English Whisky from That Boutique-y Whisky Company is a peppery three-year-old made with heritage grains. Aromas of apple turnover, rich malt and peppery rye fill the nose, complemented by notes of sourdough toast, lemon balm, thyme, biscotti, honeyed sultanas and buttery herbs throughout the palate.",50cl,50%,"['White Pepper', 'Honey ', 'Malt', 'Toast', 'Mixed Herb', 'Caramel']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"Single Grain English Whisky
That Boutique-y Whisky Company",08/09/2022,https://www.thewhiskyexchange.com/p/61972/oxford-artisan-whisky-3-year-old-batch-1-that-boutique-y-whisky-company
784,"Oxford Rye Whisky 2017
Heritage Grains Batch 2",£94.95,"The second batch of rye whisky from Oxford Artisan Distillery, made with a diverse maslin grain harvest in 2017, where different grains were grown together in the same field, including ancient heritage rye, wheat and oat grains. Matured in a combination of virgin American oak and ex-port casks, it offers aromas of aniseed, violets, banana, praline and toffee apples that fill the nose, complemented by notes of butterscotch, strawberry jam, caramelised bananas, raisins, walnuts, honey and ginger cake throughout the palate.",70cl,47.4%,"['Ginger', 'Apple', 'Banana', 'Walnut', 'Toffee', 'Butterscotch']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,English Rye Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/61559/oxford-rye-whisky-2017-heritage-grains-batch-2
785,"Paul John 2016
4 Year Old Watt Whisky",£84.95,"A 2016 Paul John Indian single malt from indie bottler Watt Whisky, matured in a single barrel for four years, before being bottled in 2021. The palate offers notes of tropical fruits, cloves, cinnamon, vanilla, ginger and plums that linger in the finish.",70cl,57.1%,"['Vanilla ', 'Ginger', 'Clove', 'Cinnamon', 'Pineapple', 'Plums']",None,None,None,"Indian Single Malt Whisky
Watt Whisky",08/09/2022,https://www.thewhiskyexchange.com/p/60588/paul-john-2016-4-year-old-watt-whisky
786,Paul John Mithuna,£210,"Part of Paul John's Zodiac series, Mithuna is named after the Indian counterpart of the third Zodiac sign, Gemini. Matured in virgin American oak casks and finished in ex-bourbon casks, Mithuna offers aromas of liquorice, beeswax, sweet honey, crunchy toast and vanilla that fill the nose, complemented by notes of coffee, orange peel, dark chocolate, ginger, pepper and cinnamon throughout the palate.",70cl,58%,"['Black Pepper', 'Ginger', 'Orange ', 'Dark Chocolate', 'Honey ', 'Coffee']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"Indian Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/59526/paul-john-mithuna
787,Paul John Pedro Ximenez Select Cask,£88.45,"An exotic Indian single malt from Paul John, finished in Pedro Ximinez sherry casks, creating layers of apricots, figs and banana throughout the palate.",70cl,48%,"['Figs', 'Apricot', 'Banana']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"Single Malt Indian Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/55341/paul-john-pedro-ximenez-select-cask
